CustomerKey,FirstName,LastName,Gender,DateFirstPurchast,city
11279,Amanda,Cook,Female,3/3/2023,Everett
11280,Robert,Collins,Male,7/1/2023,Lynnwood
11281,Megan,Barnes,Female,9/13/2021,Burbank
11282,Christian,Thomas,Male,8/31/2021,Burien
11283,Arturo,Lal,Male,5/29/2023,Berkeley
11284,Theresa,Serrano,Female,2/6/2023,Chula Vista
11285,Jeremy,Anderson,Male,7/27/2023,Fremont
11286,Hunter,Griffin,Male,9/21/2021,Torrance
11287,Henry,Garcia,Male,1/29/2023,Cliffside
11288,Cindy,Sanchez,Female,3/5/2023,Burbank
11289,Maria,Carter,Female,9/8/2021,Downey
11290,Katelyn,Sanchez,Female,9/20/2021,Lakewood
11291,Jenna,Wright,Female,9/4/2021,Lemon Grove
11292,Seth,Phillips,Male,9/15/2021,San Gabriel
11293,Luke,Long,Male,2/24/2023,Port Orchard
11294,Dalton,Clark,Male,9/25/2023,Issaquah
11295,Taylor,Lewis,Female,9/25/2021,Concord
11296,Haley,Richardson,Female,9/1/2021,Everett
11297,Noah,Coleman,Male,9/26/2021,Burbank
11298,Jon,Luo,Male,9/12/2021,Chula Vista
11299,Orlando,Vazquez,Male,9/26/2021,Burbank
11300,Fernando,Barnes,Male,1/31/2023,N. Vancouver
11301,Cameron,Rodriguez,Male,6/9/2023,Ballard
11302,Spencer,Russell,Male,9/6/2021,Corvallis
11303,Julia,Coleman,Female,9/2/2021,Edmonds
11304,Julia,Garcia,Female,3/20/2023,Portland
11305,Sean,Evans,Male,3/25/2023,Chula Vista
11306,Micah,Zhou,Male,6/30/2023,Coronado
11307,Hunter,Rodriguez,Male,9/4/2021,Daly City
11308,Ian,Gonzales,Male,9/7/2023,Oregon City
11309,Victoria,Lewis,Female,7/9/2023,Beaverton
11310,Erin,Sanders,Female,8/12/2023,San Francisco
11311,Gabrielle,Lopez,Female,4/18/2023,Lynnwood
11312,Sara,Richardson,Female,5/17/2023,Lynnwood
11313,Trevor,Jenkins,Male,5/7/2023,Port Orchard
11314,Mya,Flores,Female,2/25/2023,Issaquah
11315,Hailey,Ward,Female,5/20/2023,Port Orchard
11316,Luke,Allen,Male,1/12/2023,Langford
11317,Victoria,Russell,Female,9/1/2021,Salem
11318,Jessica,Wilson,Female,10/17/2023,Edmonds
11319,Jade,Bailey,Female,9/9/2021,Oakland
11320,Morgan,Hill,Female,6/15/2023,Glendale
11321,Terrance,Raman,Male,2/23/2023,Burien
11322,Sydney,Garcia,Female,3/24/2023,Bremerton
11323,Jose,Patterson,Male,9/10/2021,Daly City
11324,Zachary,Anderson,Male,9/26/2021,Glendale
11325,Elijah,Ross,Male,9/19/2021,Seattle
11326,Rafael,Xie,Male,9/15/2021,Beverly Hills
11327,Jaime,Moreno,Male,9/26/2021,Burbank
11328,Julian,Griffin,Male,1/5/2023,Newton
11329,Andy,Alvarez,Male,9/25/2021,Concord
11330,Ryan,Thompson,Male,2/12/2023,Oak Bay
11331,Samantha,Jenkins,Female,2/7/2023,Shawnee
11332,Deanna,Ramos,Female,10/15/2021,Berlin
11333,Emily,Miller,Female,3/21/2021,Newcastle upon Tyne
11334,Nicole,Brown,Female,3/4/2021,Stoke-on-Trent
11335,Carla,Raman,Female,10/23/2021,Hof
11336,Shaun,Raji,Male,9/27/2022,Paris
11337,Jerome,Romero,Male,3/9/2021,Watford
11338,Frank,Navarro,Male,10/11/2021,Bonn
11339,Dennis,She,Male,10/7/2022,Paris
11340,Melody,Munoz,Female,10/27/2022,Paris
11341,Randy,Zeng,Male,4/11/2021,Cheltenham
11342,Marshall,Wang,Male,7/12/2023,Boulogne-sur-Mer
11343,Arthur,Carlson,Male,4/4/2021,Oxon
11344,Jessie,Jimenez,Female,5/13/2021,Oxford
11345,Robin,Ramos,Female,10/22/2022,Tremblay-en-France
11346,Deanna,Gutierrez,Female,10/1/2022,Paris
11347,Roy,Navarro,Male,3/16/2023,Braunschweig
11348,Shawn,Rai,Male,3/31/2023,Paderborn
11349,Mindy,Luo,Female,1/13/2024,MÅnchen
11350,Cara,Zhou,Female,2/5/2023,Peterborough
11351,Anne,Ramos,Female,6/12/2021,London
11352,Raymond,Rodriguez,Male,5/1/2023,Pantin
11353,Carrie,Ortega,Female,6/12/2021,Warrington
11354,Deanna,Suarez,Female,12/3/2023,Grevenbroich
11355,Roberto,Gutierrez,Male,9/26/2023,Wokingham
11356,Terrence,Carson,Male,5/10/2021,Lavender Bay
11357,Ramon,Ye,Male,6/18/2021,Caloundra
11358,Cynthia,Malhotra,Female,6/28/2021,Coffs Harbour
11359,Jarrod,Prasad,Male,6/13/2021,Malabar
11360,Tyrone,Serrano,Male,6/27/2021,Rockhampton
11361,Cindy,Ramos,Female,10/1/2023,Newcastle
11362,Damien,Shan,Male,3/29/2023,Cranbourne
11363,Julian,Ross,Male,6/8/2021,Melbourne
11364,Jennifer,Collins,Female,6/7/2021,Geelong
11365,Brittney,Sun,Female,5/31/2021,Findon
11366,Virginia,Patel,Female,6/24/2023,Seaford
11367,Calvin,Nara,Male,7/7/2023,North Sydney
11368,Edward,Miller,Male,6/24/2021,Rockhampton
11369,Ashlee,Tang,Female,7/5/2023,Findon
11370,Alicia,Xu,Female,7/13/2023,South Melbourne
11371,Lacey,Jai,Female,11/7/2023,Rockhampton
11372,Wendy,Romero,Female,6/7/2021,Brisbane
11373,Carly,Luo,Female,8/27/2023,Salzgitter
11374,Jimmy,Ortega,Male,4/15/2023,Werne
11375,Francisco,Martinez,Male,10/17/2023,High Wycombe
11376,Lance,Vazquez,Male,10/15/2023,Liverpool
11377,David,Robinett,Male,2/28/2023,Solingen
11378,Shannon,Liang,Female,10/17/2022,Metz
11379,Gary,Vazquez,Male,10/2/2022,Boulogne-Billancourt
11380,Mitchell,Kumar,Male,10/11/2021,Saarlouis
11381,Meredith,Raman,Female,6/12/2021,London
11382,Edward,Patterson,Male,11/3/2022,Roubaix
11383,Marie,Gill,Female,1/1/2024,Roissy en Brie
11384,Tiffany,Wang,Female,8/2/2023,Les Ulis
11385,Miguel,Allen,Male,7/6/2023,York
11386,Jaclyn,Cai,Female,11/2/2023,Darmstadt
11387,Megan,Ramirez,Female,7/26/2021,Gateshead
11388,Joseph,Martin,Male,7/3/2021,York
11389,Karl,Shan,Male,11/17/2023,Duesseldorf
11390,Christine,Raji,Female,11/7/2023,Saint Germain en Laye
11391,Lindsay,Xie,Female,10/26/2023,Salzgitter
11392,Willie,Zhao,Male,3/29/2023,Frankfurt
11393,Kurt,Pal,Male,7/16/2023,Saint Ouen
11394,George,McDonald,Male,7/4/2021,Milton Keynes
11395,Beth,Gutierrez,Female,11/14/2021,Frankfurt
11396,Ian,Lopez,Male,10/26/2023,Saarlouis
11397,Latoya,Shan,Female,7/7/2023,Paris
11398,Colin,Nath,Male,7/3/2021,Newcastle upon Tyne
11399,Brenda,Mehta,Female,4/13/2023,Paris
11400,Franklin,Raji,Male,7/15/2021,London
11401,Linda,Navarro,Female,10/28/2022,Paris
11402,Kelli,Cai,Female,11/7/2022,Orleans
11403,Nancy,Schmidt,Female,10/28/2022,Saint Ouen
11404,Megan,Taylor,Female,2/10/2023,Kassel
11405,Bonnie,Goel,Female,3/31/2023,Bonn
11406,Latoya,Xu,Female,11/4/2022,Paris
11407,Mario,She,Male,6/23/2023,MÅnster
11408,Darren,Gill,Male,3/5/2023,London
11409,Jacqueline,Hayes,Female,11/17/2022,Saint Germain en Laye
11410,Maurice,Goel,Male,11/13/2022,Paris
11411,Devin,Ross,Male,8/4/2023,Ingolstadt
11412,Sydney,Bryant,Female,11/5/2021,Ingolstadt
11413,Megan,Stewart,Female,8/10/2021,Gateshead
11414,Ian,Richardson,Male,8/13/2021,Kirkby
11415,Randy,She,Male,8/16/2023,Darmstadt
11416,Katrina,Becker,Female,11/7/2022,Croix
11417,Lacey,Zheng,Female,11/4/2022,Pantin
11418,Rafael,Hu,Male,12/17/2023,Paderborn
11419,Kyle,Scott,Male,3/12/2023,Watford
11420,Jordan,Turner,Male,11/1/2022,Roubaix
11421,Amy,Sun,Female,11/3/2021,Offenbach
11422,Dustin,Deng,Male,8/22/2021,Liverpool
11423,Jasmine,Stewart,Female,12/10/2021,Hamburg
11424,Pamela,Garcia,Female,4/21/2023,Berlin
11425,Ariana,Gray,Female,11/22/2022,Metz
11426,Kristopher,Mehta,Male,4/9/2023,Braunschweig
11427,Desiree,Dominguez,Female,12/20/2021,Kiel
11428,Deanna,Perez,Female,12/5/2021,Poing
11429,Marco,Lopez,Male,12/14/2022,Sävres
11430,Casey,Yuan,Female,3/19/2023,Bottrop
11431,Bryant,Garcia,Male,12/21/2021,Hof
11432,Dominique,Prasad,Female,12/10/2022,Roissy en Brie
11433,Maurice,Shan,Male,12/2/2022,Tremblay-en-France
11434,Andre,Lopez,Male,6/15/2023,West Sussex
11435,Robin,Romero,Female,1/4/2024,Kiel
11436,Taylor,Cox,Female,5/22/2023,Watford
11437,Alfredo,Moreno,Male,12/19/2023,Villeneuve-d'Ascq
11438,Jenny,Nara,Female,2/5/2023,Werne
11439,Janet,Munoz,Female,11/29/2022,Paris La Defense
11440,Sergio,Weber,Male,3/27/2023,Lille
11441,Erika,Gomez,Female,1/8/2024,Paris
11442,Joseph,Harris,Male,9/29/2023,Tremblay-en-France
11443,Grace,Griffin,Female,6/7/2021,Hobart
11444,Tina,Mehta,Female,6/1/2021,Bendigo
11445,Kari,Kim,Female,6/6/2021,Silverwater
11446,Bethany,Chander,Female,6/18/2021,Lane Cove
11447,Jennifer,Roberts,Female,6/28/2021,Hervey Bay
11448,Kyle,Patterson,Male,6/16/2021,Melbourne
11449,Alvin,Hu,Male,6/19/2021,Seaford
11450,Brett,Mehta,Male,6/29/2021,Cloverdale
11451,Ruben,Mu§oz,Male,7/29/2021,Newcastle
11452,Erika,Rubio,Female,7/11/2021,Caloundra
11453,Stanley,Malhotra,Male,7/15/2021,Hobart
11454,Melinda,Navarro,Female,7/31/2021,Melbourne
11455,Ross,Sanz,Male,7/1/2021,Melton
11456,Jon,Gao,Male,7/17/2021,St. Leonards
11457,Jaime,Gutierrez,Female,7/17/2021,Wollongong
11458,Bianca,Liu,Female,3/30/2023,Springwood
11459,Tasha,Deng,Female,7/27/2021,Port Macquarie
11460,Melvin,Chande,Male,7/21/2021,Cranbourne
11461,Victor,Jimenez,Male,7/31/2021,Lavender Bay
11462,Laura,Lin,Female,7/16/2021,Matraville
11463,Alisha,Beck,Female,3/5/2023,Cloverdale
11464,Alejandro,Huang,Male,7/22/2021,South Melbourne
11465,Louis,Luo,Male,7/14/2021,Gold Coast
11466,Grant,Tang,Male,5/22/2023,Lavender Bay
11467,Arturo,Zheng,Male,7/31/2023,St. Leonards
11468,Jaclyn,Andersen,Female,8/8/2021,York
11469,Edwin,Raji,Male,8/9/2023,York
11470,Jay,Suarez,Male,1/22/2022,Stuttgart
11471,Latasha,Suarez,Female,5/17/2023,Chatou
11472,Kenneth,Kumar,Male,7/26/2021,Hawthorne
11473,Grace,Henderson,Female,6/2/2023,Drancy
11474,Melvin,Xu,Male,9/26/2023,Peterborough
11475,Cesar,Subram,Male,4/23/2023,London
11476,Erika,Navarro,Female,11/1/2023,Kirkby
11477,Tristan,Hughes,Male,9/25/2023,Darmstadt
11478,Billy,Hernandez,Male,4/19/2023,Sävres
11479,Darryl,Wu,Male,12/5/2022,Saint Ouen
11480,Colleen,Ma,Female,12/25/2022,Tremblay-en-France
11481,Erica,Hu,Female,1/27/2022,Braunschweig
11482,Adrienne,Torres,Female,9/8/2021,Warrington
11483,Calvin,Chande,Male,12/22/2022,Paris
11484,Erick,Sai,Male,1/2/2022,Neunkirchen
11485,Donald,Chandra,Male,9/14/2021,Esher-Molesey
11486,Ariana,Rogers,Female,11/24/2023,Erlangen
11487,Morgan,Jones,Female,12/15/2023,Dunkerque
11488,Jermaine,Lopez,Male,10/28/2021,London
11489,Deborah,Goel,Female,10/28/2021,Oxford
11490,Danny,Rubio,Male,4/4/2023,Paris La Defense
11491,Andre,Perez,Male,11/7/2021,London
